"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"firefox","1","282","2206064238592","35524608","19193856","19984","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 48980:58067 -prefMapHandle 50748:330281 -jsInitHandle 51028:162620 -parentBuildID 20260909172920 -ipcHandle 50144 -initialChannelId {55adc20d-5326-443a-9a01-36a63686ddb5} -parentPid 20564 -crashHelperPid 0 -crashHelper 49068 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 405 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","0,125","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6568","8",,"False","23/09/2026 15:51:17",,"17652",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19984","19984","19193856","19193856","909400","909400","20299776","20299776","35545088","35545088","2206073151488","-1540038656","True","Normal","19193856","19193856","4095","1",,"System.Diagnostics.ProcessThreadCollection","282","2206064238592","-1548951552","False",,,,"35524608","35524608",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:00.0781250","00:00:00.1250000","00:00:00.0468750","firefox","0","","True",,
"firefox","1","326","2206359183360","171487232","180838400","177216","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 9184:57583 -prefMapHandle 8648:330281 -jsInitHandle 8688:162620 -parentBuildID 20260909172920 -ipcHandle 9788 -initialChannelId {fbdb25fd-1923-4bf7-ae6a-958188f7718b} -parentPid 20564 -crashHelperPid 0 -crashHelper 5008 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 28 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","2578,828125","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5460","4",,"False","18/09/2026 09:32:56",,"18348",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","177216","177216","180838400","180838400","919896","919896","278196224","278196224","412725248","412725248","2232197029888","-1185964032","True","Idle","180838400","180838400","4095","1",,"System.Diagnostics.ProcessThreadCollection","326","2206359183360","-1254006784","False",,,,"171487232","171487232",,"System.Diagnostics.ProcessModule (firefox.exe)","00:06:36.7187500","00:42:58.8281250","00:36:22.1093750","firefox","0","","True",,
"firefox","1","12502","2215999533056","527548416","638136320","247672","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe""",,"Mozilla Corporation","9378,40625","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5220","8",,"False","18/09/2026 08:38:40",,"20564",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","247672","247672","638136320","638136320","1766040","1766040","913682432","913682432","864600064","864600064","2233249509376","-133484544","True","Normal","638136320","638136320","4095","1",,"System.Diagnostics.ProcessThreadCollection","12502","2215999533056","-203591680","False",,,,"527548416","527548416",,"System.Diagnostics.ProcessModule (firefox.exe)","01:32:41.6093750","02:36:18.4062500","01:03:36.7968750","firefox","132228","""A force de sollicitations, j'ai fini par céder"" : tombé dans la corruption, un policier témoigne – franceinfo — Mozilla Firefox","True",,
"firefox","1","197","2203764015104","19116032","10940416","19472","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260909172920 -prefsHandle 3308:54580 -prefMapHandle 3312:330281 -ipcHandle 3320 -initialChannelId {c124e2f9-8f08-4264-9d04-a79280b5adce} -parentPid 20564 -crashHelperPid 0 -crashHelper 3276 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 2 socket","System.Diagnostics.Process (firefox)","Mozilla Corporation","114,5","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5288","8",,"False","18/09/2026 08:38:42",,"21048",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19472","19472","10940416","10940416","477664","477664","25677824","25677824","40386560","40386560","2203789180928","470958080","True","Normal","10940416","10940416","4095","1",,"System.Diagnostics.ProcessThreadCollection","197","2203764015104","445792256","False",,,,"19116032","19116032",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:58.6718750","00:01:54.5000000","00:00:55.8281250","firefox","0","","True",,
"firefox","1","995","2205358600192","287137792","509943808","235872","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260909172920 -prefsHandle 2036:54554 -prefMapHandle 1952:330281 -ipcHandle 2052 -initialChannelId {7af07a2b-30cc-4c76-b568-5f520d66fa8e} -parentPid 20564 -crashHelperPid 0 -crashHelper 2072 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 1 gpu","System.Diagnostics.Process (firefox)","Mozilla Corporation","3287,0625","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6444","10",,"False","18/09/2026 08:38:41",,"21304",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","235872","235872","509943808","509943808","1425712","1425712","1136181248","1136181248","1049325568","1049325568","2205932371968","-1680818176","True","AboveNormal","509943808","509943808","4095","1",,"System.Diagnostics.ProcessThreadCollection","995","2205358600192","2040377344","False",,,,"287137792","287137792",,"System.Diagnostics.ProcessModule (firefox.exe)","00:14:13.6250000","00:54:47.0625000","00:40:33.4375000","firefox","0","","True",,
"firefox","1","177","2203750129664","16769024","10223616","13456","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260909172920 -sandboxingKind 0 -prefsHandle 6204:55707 -prefMapHandle 6528:330281 -ipcHandle 6220 -initialChannelId {e9081397-6291-466c-b88b-68d693322093} -parentPid 20564 -crashHelperPid 0 -crashHelper 6452 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 11 utility","System.Diagnostics.Process (firefox)","Mozilla Corporation","80,515625","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6156","8",,"False","18/09/2026 08:38:47",,"21380",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13456","13456","10223616","10223616","485568","485568","14430208","14430208","23429120","23429120","2203775295488","457072640","True","Normal","10223616","10223616","4095","1",,"System.Diagnostics.ProcessThreadCollection","177","2203750129664","431906816","False",,,,"16769024","16769024",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:28.4218750","00:01:20.5156250","00:00:52.0937500","firefox","0","","True",,
"firefox","1","336","2203994013696","32980992","22020096","21000","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260909172920 -prefsHandle 3872:55206 -prefMapHandle 3876:330281 -ipcHandle 3884 -initialChannelId {169c0a82-e0f5-4b6a-876a-76d413886fe3} -parentPid 20564 -crashHelperPid 0 -crashHelper 3896 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 4 rdd","System.Diagnostics.Process (firefox)","Mozilla Corporation","594,515625","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6308","8",,"False","18/09/2026 08:38:43",,"21448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21000","21000","22020096","22020096","697840","697840","83902464","83902464","145584128","145584128","2204549902336","1231679488","True","Normal","22020096","22020096","4095","1",,"System.Diagnostics.ProcessThreadCollection","336","2203994013696","675790848","False",,,,"32980992","32980992",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:54.9531250","00:09:54.5156250","00:08:59.5625000","firefox","0","","True",,
"firefox","1","330","2223872118784","174637056","237711360","80504","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 3176:55271 -prefMapHandle 3180:330281 -jsInitHandle 3120:162620 -parentBuildID 20260909172920 -ipcHandle 2812 -initialChannelId {6b9af772-6407-497b-8c6a-e0978ba6768e} -parentPid 20564 -crashHelperPid 0 -crashHelper 4124 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 5 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","503,671875","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2232","8",,"False","18/09/2026 08:38:43",,"21548",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","80504","80504","237711360","237711360","816816","816816","896360448","896360448","634232832","634232832","2249576181760","-986681344","True","Normal","237711360","237711360","4095","1",,"System.Diagnostics.ProcessThreadCollection","330","2223872118784","-920940544","False",,,,"174637056","174637056",,"System.Diagnostics.ProcessModule (firefox.exe)","00:01:52.2500000","00:08:23.6718750","00:06:31.4218750","firefox","0","","True",,
"firefox","1","324","2206206590976","94281728","94605312","37664","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 4872:55270 -prefMapHandle 4880:330281 -jsInitHandle 4832:162620 -parentBuildID 20260909172920 -ipcHandle 4700 -initialChannelId {a48c2be0-e541-4ca8-a955-e93ec75b377f} -parentPid 20564 -crashHelperPid 0 -crashHelper 2860 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 7 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","117,9375","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6836","4",,"False","18/09/2026 08:38:45",,"21924",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","37664","37664","94605312","94605312","797224","797224","158507008","158507008","170749952","170749952","2223425859584","-1367199744","True","Idle","94605312","94605312","4095","1",,"System.Diagnostics.ProcessThreadCollection","324","2206206590976","-1406599168","False",,,,"94281728","94281728",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:38.6406250","00:01:57.9375000","00:01:19.2968750","firefox","0","","True",,
"firefox","1","317","2206222225408","87867392","84955136","38344","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 9320:57583 -prefMapHandle 4372:330281 -jsInitHandle 9188:162620 -parentBuildID 20260909172920 -ipcHandle 6076 -initialChannelId {68faecf4-d8a0-4649-b1e9-b57b67e021c0} -parentPid 20564 -crashHelperPid 0 -crashHelper 7888 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 29 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","104,46875","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5896","4",,"False","18/09/2026 09:35:54",,"22464",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38344","38344","84955136","84955136","800784","800784","164741120","164741120","196153344","196153344","2223431442432","-1361616896","True","Idle","84955136","84955136","4095","1",,"System.Diagnostics.ProcessThreadCollection","317","2206222225408","-1390964736","False",,,,"87867392","87867392",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:38.1875000","00:01:44.4687500","00:01:06.2812500","firefox","0","","True",,
"firefox","1","318","2206322286592","104439808","189800448","55208","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 39436:58030 -prefMapHandle 38276:330281 -jsInitHandle 39524:162620 -parentBuildID 20260909172920 -ipcHandle 39608 -initialChannelId {b794c62c-cd16-4361-8c56-5552a6f7626f} -parentPid 20564 -crashHelperPid 0 -crashHelper 39560 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 304 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","40,984375","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6376","4",,"False","22/09/2026 16:30:49",,"24132",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","55208","55208","189800448","189800448","891608","891608","365490176","365490176","408670208","408670208","2223557120000","-1235939328","True","Idle","189800448","189800448","4095","1",,"System.Diagnostics.ProcessThreadCollection","318","2206322286592","-1290903552","False",,,,"104439808","104439808",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:13.3750000","00:00:40.9843750","00:00:27.6093750","firefox","0","","True",,
"firefox","1","321","2206198366208","82247680","106823680","35760","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 26200:58032 -prefMapHandle 19104:330281 -jsInitHandle 25392:162620 -parentBuildID 20260909172920 -ipcHandle 25712 -initialChannelId {88b6c8dd-408a-4362-9724-988a3a159aac} -parentPid 20564 -crashHelperPid 0 -crashHelper 23980 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 171 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","61,8125","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4768","4",,"False","21/09/2026 09:44:45",,"25636",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35760","35760","106823680","106823680","870760","870760","130310144","130310144","161574912","161574912","2231938961408","-1444032512","True","Idle","106823680","106823680","4095","1",,"System.Diagnostics.ProcessThreadCollection","321","2206198366208","-1414823936","False",,,,"82247680","82247680",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:26.2343750","00:01:01.8125000","00:00:35.5781250","firefox","0","","True",,
"firefox","1","282","2206055849984","35241984","19128320","19848","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 51164:58066 -prefMapHandle 49580:330281 -jsInitHandle 50092:162620 -parentBuildID 20260909172920 -ipcHandle 50044 -initialChannelId {71383d25-dba5-4dee-8078-349c72224b68} -parentPid 20564 -crashHelperPid 0 -crashHelper 50508 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 403 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","0,09375","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5748","8",,"False","23/09/2026 15:32:52",,"27732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19848","19848","19128320","19128320","909400","909400","20340736","20340736","35475456","35475456","2206073151488","-1540038656","True","Normal","19128320","19128320","4095","1",,"System.Diagnostics.ProcessThreadCollection","282","2206055849984","-1557340160","False",,,,"35241984","35241984",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:00.0312500","00:00:00.0937500","00:00:00.0625000","firefox","0","","True",,
"firefox","1","282","2206055849984","35459072","19173376","19848","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 50528:58066 -prefMapHandle 45172:330281 -jsInitHandle 50012:162620 -parentBuildID 20260909172920 -ipcHandle 49548 -initialChannelId {8cdaf5fd-8b67-4cf1-9dbb-383c3f172999} -parentPid 20564 -crashHelperPid 0 -crashHelper 51020 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 404 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","0,140625","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6296","8",,"False","23/09/2026 15:47:50",,"29828",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19848","19848","19173376","19173376","909400","909400","20168704","20168704","35549184","35549184","2206073151488","-1540038656","True","Normal","19173376","19173376","4095","1",,"System.Diagnostics.ProcessThreadCollection","282","2206055849984","-1557340160","False",,,,"35459072","35459072",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:00.0781250","00:00:00.1406250","00:00:00.0625000","firefox","0","","True",,
"firefox","1","329","2206495113216","125992960","205713408","72208","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 24964:57925 -prefMapHandle 10380:330281 -jsInitHandle 24872:162620 -parentBuildID 20260909172920 -ipcHandle 24084 -initialChannelId {1eb9126d-345c-4a21-8c4e-834ca2a0a052} -parentPid 20564 -crashHelperPid 0 -crashHelper 22476 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.20564"" -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 153 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","213,796875","156.0","156.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6484","4",,"False","18/09/2026 17:04:56",,"33284",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","72208","72208","205713408","205713408","918536","918536","437288960","437288960","458022912","458022912","2231934406656","-1448587264","True","Idle","205713408","205713408","4095","1",,"System.Diagnostics.ProcessThreadCollection","329","2206495113216","-1118076928","False",,,,"125992960","125992960",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:49.4375000","00:03:33.7968750","00:02:44.3593750","firefox","0","","True",,
